S. No.,image_path,train/test,X_min,Y_min,X_max,Y_max
35942,WSD39/WSD39_0297.jpg,train,90,39,294,279
35943,WSD39/WSD39_0298.jpg,train,102,95,314,311
35944,WSD39/WSD39_0299.jpg,train,53,49,216,229
35945,WSD39/WSD39_0300.jpg,train,65,33,251,291
35946,WSD39/WSD39_0301.jpg,train,77,233,331,537
35947,WSD39/WSD39_0302.jpg,train,61,66,276,349
35948,WSD39/WSD39_0303.jpg,train,153,367,321,524
35949,WSD39/WSD39_0304.jpg,train,69,36,333,342
35950,WSD39/WSD39_0305.jpg,train,65,166,244,382
35951,WSD39/WSD39_0306.jpg,train,127,48,391,349
35952,WSD39/WSD39_0308.jpg,train,186,71,381,316
35953,WSD39/WSD39_0309.jpg,train,76,98,292,317
35954,WSD39/WSD39_0310.jpg,train,116,39,345,255
35955,WSD39/WSD39_0311.jpg,train,116,7,309,226
35956,WSD39/WSD39_0312.jpg,train,47,72,296,343
35957,WSD39/WSD39_0313.jpg,train,59,113,259,362
35958,WSD39/WSD39_0314.jpg,train,97,22,306,311
35959,WSD39/WSD39_0315.jpg,train,103,73,354,367
35960,WSD39/WSD39_0316.jpg,train,58,60,213,255
35961,WSD39/WSD39_0317.jpg,train,8,75,200,290
35962,WSD39/WSD39_0318.jpg,train,25,8,264,255
35963,WSD39/WSD39_0319.jpg,train,100,93,271,277
35964,WSD39/WSD39_0320.jpg,train,171,184,258,287
35965,WSD39/WSD39_0321.jpg,train,142,145,350,381
35966,WSD39/WSD39_0322.jpg,train,151,137,295,328
35967,WSD39/WSD39_0323.jpg,train,35,17,278,264
35968,WSD39/WSD39_0324.jpg,train,9,19,193,228
35969,WSD39/WSD39_0325.jpg,train,117,26,382,335
35970,WSD39/WSD39_0326.jpg,train,51,20,258,304
35971,WSD39/WSD39_0327.jpg,train,98,126,245,305
35972,WSD39/WSD39_0328.jpg,train,85,53,274,294
35973,WSD39/WSD39_0329.jpg,train,53,94,224,321
35974,WSD39/WSD39_0331.jpg,train,22,-3,221,222
35975,WSD39/WSD39_0332.jpg,train,22,77,285,358
35976,WSD39/WSD39_0334.jpg,train,104,133,248,301
35977,WSD39/WSD39_0335.jpg,train,55,39,272,330
35978,WSD39/WSD39_0337.jpg,train,62,7,335,346
35979,WSD39/WSD39_0338.jpg,train,133,78,292,284
35980,WSD39/WSD39_0339.jpg,train,107,41,318,280
35981,WSD39/WSD39_0340.jpg,train,49,50,243,273
35982,WSD39/WSD39_0341.jpg,train,139,72,342,324
35983,WSD39/WSD39_0342.jpg,train,14,46,234,278
35984,WSD39/WSD39_0343.jpg,train,90,3,289,242
35985,WSD39/WSD39_0344.jpg,train,22,169,230,369
35986,WSD39/WSD39_0345.jpg,train,162,31,405,315
35987,WSD39/WSD39_0346.jpg,train,0,19,244,302
35988,WSD39/WSD39_0347.jpg,train,128,20,343,272
35989,WSD39/WSD39_0348.jpg,train,62,45,276,283
35990,WSD39/WSD39_0349.jpg,train,90,3,249,208
35991,WSD39/WSD39_0351.jpg,train,151,102,344,349
35992,WSD39/WSD39_0352.jpg,train,97,57,244,275
35993,WSD39/WSD39_0353.jpg,train,26,74,284,331
35994,WSD39/WSD39_0354.jpg,train,84,5,381,350
35995,WSD39/WSD39_0355.jpg,train,21,21,258,291
35996,WSD39/WSD39_0356.jpg,train,52,0,323,391
35997,WSD39/WSD39_0357.jpg,train,-28,100,254,411
35998,WSD39/WSD39_0358.jpg,train,64,8,281,260
35999,WSD39/WSD39_0359.jpg,train,146,65,291,249
36000,WSD39/WSD39_0360.jpg,train,171,9,355,221
36001,WSD39/WSD39_0361.jpg,train,193,301,310,452
36002,WSD39/WSD39_0362.jpg,train,54,142,206,306
36003,WSD39/WSD39_0363.jpg,train,127,36,294,242
36004,WSD39/WSD39_0364.jpg,train,11,23,241,262
36005,WSD39/WSD39_0365.jpg,train,104,65,293,306
36006,WSD39/WSD39_0366.jpg,train,49,68,276,309
36007,WSD39/WSD39_0367.jpg,train,78,14,367,363
36008,WSD39/WSD39_0369.jpg,train,110,29,296,220
36009,WSD39/WSD39_0370.jpg,train,66,73,318,338
36010,WSD39/WSD39_0371.jpg,train,220,36,427,303
36011,WSD39/WSD39_0372.jpg,train,29,231,175,391
36012,WSD39/WSD39_0373.jpg,train,108,399,221,514
36013,WSD39/WSD39_0374.jpg,train,204,248,331,396
36014,WSD39/WSD39_0375.jpg,train,55,11,292,349
36015,WSD39/WSD39_0376.jpg,train,49,43,285,282
36016,WSD39/WSD39_0378.jpg,train,106,17,327,300
36017,WSD39/WSD39_0379.jpg,train,20,13,243,318
36018,WSD39/WSD39_0380.jpg,train,46,67,290,317
36019,WSD39/WSD39_0381.jpg,train,32,71,188,228
36020,WSD39/WSD39_0382.jpg,train,144,33,327,242
36021,WSD39/WSD39_0383.jpg,train,53,81,247,361
36022,WSD39/WSD39_0384.jpg,train,53,58,266,291
36023,WSD39/WSD39_0385.jpg,train,-46,62,178,462
36024,WSD39/WSD39_0386.jpg,train,26,48,221,303
36025,WSD39/WSD39_0387.jpg,train,125,87,295,306
36026,WSD39/WSD39_0388.jpg,train,94,91,290,385
36027,WSD39/WSD39_0389.jpg,train,102,72,231,242
36028,WSD39/WSD39_0390.jpg,train,140,130,304,343
36029,WSD39/WSD39_0391.jpg,train,153,15,338,250
36030,WSD39/WSD39_0392.jpg,train,35,160,245,384
36031,WSD39/WSD39_0393.jpg,train,79,23,286,236
36032,WSD39/WSD39_0394.jpg,train,91,36,317,337
36033,WSD39/WSD39_0396.jpg,train,-11,54,268,348
36034,WSD39/WSD39_0397.jpg,train,76,108,240,339
36035,WSD39/WSD39_0399.jpg,train,145,102,354,350
36036,WSD39/WSD39_0400.jpg,train,143,12,394,299
36037,WSD39/WSD39_0401.jpg,train,31,-46,338,294
36038,WSD39/WSD39_0402.jpg,train,48,64,274,316
36039,WSD39/WSD39_0404.jpg,train,94,120,252,316
36040,WSD39/WSD39_0405.jpg,train,217,222,346,319
36041,WSD39/WSD39_0406.jpg,train,100,57,301,277
36042,WSD39/WSD39_0408.jpg,train,166,21,415,309
36043,WSD39/WSD39_0409.jpg,train,121,130,282,333
36044,WSD39/WSD39_0410.jpg,train,76,15,239,257
36045,WSD39/WSD39_0411.jpg,train,139,-19,420,357
36046,WSD39/WSD39_0412.jpg,train,123,115,229,246
36047,WSD39/WSD39_0413.jpg,train,63,65,316,352
36048,WSD39/WSD39_0414.jpg,train,227,122,428,351
36049,WSD39/WSD39_0415.jpg,train,108,210,230,352
36050,WSD39/WSD39_0417.jpg,train,112,146,243,299
36051,WSD39/WSD39_0418.jpg,train,50,47,274,292
36052,WSD39/WSD39_0419.jpg,train,2,62,246,384
36053,WSD39/WSD39_0420.jpg,train,83,22,284,250
36054,WSD39/WSD39_0421.jpg,train,7,51,187,307
36055,WSD39/WSD39_0422.jpg,train,130,13,387,299
36056,WSD39/WSD39_0423.jpg,train,13,6,255,284
36057,WSD39/WSD39_0424.jpg,train,128,163,306,394
36058,WSD39/WSD39_0425.jpg,train,122,89,272,285
36059,WSD39/WSD39_0426.jpg,train,79,40,262,264
36060,WSD39/WSD39_0427.jpg,train,49,51,249,268
36061,WSD39/WSD39_0428.jpg,train,26,27,206,264
36062,WSD39/WSD39_0429.jpg,train,292,284,412,421
36063,WSD39/WSD39_0430.jpg,train,193,41,392,297
36064,WSD39/WSD39_0432.jpg,train,93,97,245,261
36065,WSD39/WSD39_0433.jpg,train,62,11,263,219
36066,WSD39/WSD39_0434.jpg,train,118,45,274,237
36067,WSD39/WSD39_0435.jpg,train,7,39,251,310
36068,WSD39/WSD39_0436.jpg,train,193,17,411,265
36069,WSD39/WSD39_0437.jpg,train,81,211,301,447
36070,WSD39/WSD39_0438.jpg,train,116,50,274,253
36071,WSD39/WSD39_0439.jpg,train,102,1,334,202
36072,WSD39/WSD39_0440.jpg,train,292,130,419,286
36073,WSD39/WSD39_0441.jpg,train,115,140,288,341
36074,WSD39/WSD39_0442.jpg,train,84,117,214,285
36075,WSD39/WSD39_0443.jpg,train,88,25,285,263
36076,WSD39/WSD39_0444.jpg,train,23,23,223,298
36077,WSD39/WSD39_0445.jpg,train,79,83,240,302
36078,WSD39/WSD39_0446.jpg,train,137,21,367,333
36079,WSD39/WSD39_0447.jpg,train,68,115,264,323
36080,WSD39/WSD39_0448.jpg,train,71,111,234,294
36081,WSD39/WSD39_0449.jpg,train,1,24,208,338
36082,WSD39/WSD39_0450.jpg,train,135,95,334,323
36083,WSD39/WSD39_0452.jpg,train,77,58,286,283
36084,WSD39/WSD39_0453.jpg,train,240,3,362,110
36085,WSD39/WSD39_0454.jpg,train,-3,97,235,462
36086,WSD39/WSD39_0455.jpg,train,71,23,203,191
36087,WSD39/WSD39_0456.jpg,train,89,144,280,332
36088,WSD39/WSD39_0457.jpg,train,87,24,321,275
36089,WSD39/WSD39_0458.jpg,train,197,0,450,348
36090,WSD39/WSD39_0459.jpg,train,0,29,213,308
36091,WSD39/WSD39_0460.jpg,train,119,-1,336,221
36092,WSD39/WSD39_0461.jpg,train,106,84,283,330
36093,WSD39/WSD39_0462.jpg,train,1,14,274,317
36094,WSD39/WSD39_0463.jpg,train,14,15,229,227
36095,WSD39/WSD39_0464.jpg,train,87,23,319,283
36096,WSD39/WSD39_0465.jpg,train,96,63,331,369
36097,WSD39/WSD39_0466.jpg,train,29,14,234,291
36098,WSD39/WSD39_0467.jpg,train,-3,-37,280,286
36099,WSD39/WSD39_0468.jpg,train,164,3,398,292
36100,WSD39/WSD39_0469.jpg,train,145,100,356,408
36101,WSD39/WSD39_0470.jpg,train,111,145,235,299
36102,WSD39/WSD39_0471.jpg,train,65,73,258,309
36103,WSD39/WSD39_0472.jpg,train,81,93,253,312
36104,WSD39/WSD39_0473.jpg,train,19,21,257,260
36105,WSD39/WSD39_0474.jpg,train,-3,53,210,314
36106,WSD39/WSD39_0475.jpg,train,90,33,270,277
36107,WSD39/WSD39_0476.jpg,train,-8,81,270,383
36108,WSD39/WSD39_0477.jpg,train,19,18,264,286
36109,WSD39/WSD39_0478.jpg,train,21,44,213,245
36110,WSD39/WSD39_0479.jpg,train,194,22,393,263
36111,WSD39/WSD39_0480.jpg,train,48,24,265,270
36112,WSD39/WSD39_0481.jpg,train,41,49,302,327
36113,WSD39/WSD39_0482.jpg,train,77,116,281,331
36114,WSD39/WSD39_0484.jpg,train,42,135,292,445
36115,WSD39/WSD39_0485.jpg,train,-3,-82,378,399
36116,WSD39/WSD39_0486.jpg,train,-4,41,205,339
36117,WSD39/WSD39_0487.jpg,train,108,53,350,339
36118,WSD39/WSD39_0488.jpg,train,54,65,250,278
36119,WSD39/WSD39_0489.jpg,train,112,69,248,233
36120,WSD39/WSD39_0490.jpg,train,59,86,293,312
36121,WSD39/WSD39_0492.jpg,train,26,48,247,274
36122,WSD39/WSD39_0493.jpg,train,87,44,358,343
36123,WSD39/WSD39_0494.jpg,train,82,46,338,365
36124,WSD39/WSD39_0495.jpg,train,101,58,278,301
36125,WSD39/WSD39_0496.jpg,train,104,45,299,306
36126,WSD39/WSD39_0497.jpg,train,111,50,328,281
36127,WSD39/WSD39_0498.jpg,train,145,2,375,212
36128,WSD39/WSD39_0499.jpg,train,45,92,302,378
36129,WSD39/WSD39_0501.jpg,train,45,85,229,320
36130,WSD39/WSD39_0502.jpg,train,178,83,422,413
36131,WSD39/WSD39_0503.jpg,train,3,25,280,294
36132,WSD39/WSD39_0504.jpg,train,17,48,281,327
36133,WSD39/WSD39_0506.jpg,train,114,43,274,256
36134,WSD39/WSD39_0508.jpg,train,71,135,247,360
36135,WSD39/WSD39_0509.jpg,train,-7,-6,195,219
36136,WSD39/WSD39_0510.jpg,train,46,12,284,263
36137,WSD39/WSD39_0511.jpg,train,109,82,347,355
36138,WSD39/WSD39_0512.jpg,train,127,58,252,206
36139,WSD39/WSD39_0513.jpg,train,80,55,273,290
36140,WSD39/WSD39_0514.jpg,train,76,161,271,410
36141,WSD39/WSD39_0516.jpg,train,10,23,254,337
36142,WSD39/WSD39_0517.jpg,train,111,46,273,251
36143,WSD39/WSD39_0518.jpg,train,69,38,286,292
36144,WSD39/WSD39_0519.jpg,train,151,316,270,458
36145,WSD39/WSD39_0520.jpg,train,20,74,200,289
36146,WSD39/WSD39_0521.jpg,train,-3,65,152,295
36147,WSD39/WSD39_0522.jpg,train,44,39,197,243
36148,WSD39/WSD39_0523.jpg,train,116,35,291,269
36149,WSD39/WSD39_0525.jpg,train,168,22,385,235
36150,WSD39/WSD39_0526.jpg,train,169,19,420,321
36151,WSD39/WSD39_0527.jpg,train,35,21,211,246
36152,WSD39/WSD39_0528.jpg,train,5,82,285,427
36153,WSD39/WSD39_0529.jpg,train,269,135,445,382
36154,WSD39/WSD39_0531.jpg,train,80,42,283,304
36155,WSD39/WSD39_0532.jpg,train,129,48,416,380
36156,WSD39/WSD39_0533.jpg,train,59,32,349,367
36157,WSD39/WSD39_0534.jpg,train,90,296,273,511
36158,WSD39/WSD39_0535.jpg,train,103,94,334,382
36159,WSD39/WSD39_0538.jpg,train,-7,136,93,312
36160,WSD39/WSD39_0539.jpg,train,-3,60,169,279
36161,WSD39/WSD39_0540.jpg,train,15,-14,254,328
36162,WSD39/WSD39_0541.jpg,train,42,25,226,272
36163,WSD39/WSD39_0542.jpg,train,83,130,237,321
36164,WSD39/WSD39_0543.jpg,train,55,56,268,348
36165,WSD39/WSD39_0544.jpg,train,0,8,231,268
36166,WSD39/WSD39_0545.jpg,train,49,64,236,294
36167,WSD39/WSD39_0546.jpg,train,157,19,401,315
36168,WSD39/WSD39_0547.jpg,train,232,179,363,332
36169,WSD39/WSD39_0548.jpg,train,-1,107,229,372
36170,WSD39/WSD39_0549.jpg,train,144,286,325,509
36171,WSD39/WSD39_0550.jpg,train,33,58,178,227
36172,WSD39/WSD39_0551.jpg,train,41,82,223,299
36173,WSD39/WSD39_0552.jpg,train,23,53,213,272
36174,WSD39/WSD39_0553.jpg,train,106,67,357,362
36175,WSD39/WSD39_0554.jpg,train,97,125,246,309
36176,WSD39/WSD39_0555.jpg,train,136,108,315,354
36177,WSD39/WSD39_0557.jpg,train,279,113,424,297
36178,WSD39/WSD39_0558.jpg,train,80,174,266,402
36179,WSD39/WSD39_0559.jpg,train,153,34,169,53
36180,WSD39/WSD39_0560.jpg,train,118,30,311,241
36181,WSD39/WSD39_0561.jpg,train,25,96,159,267
36182,WSD39/WSD39_0562.jpg,train,56,20,245,270
36183,WSD39/WSD39_0563.jpg,train,128,39,319,253
36184,WSD39/WSD39_0564.jpg,train,111,121,232,271
36185,WSD39/WSD39_0565.jpg,train,157,13,403,279
36186,WSD39/WSD39_0567.jpg,train,64,80,336,359
36187,WSD39/WSD39_0568.jpg,train,175,47,317,252
36188,WSD39/WSD39_0569.jpg,train,162,213,361,460
36189,WSD39/WSD39_0570.jpg,train,117,-22,319,176
36190,WSD39/WSD39_0571.jpg,train,181,9,385,263
36191,WSD39/WSD39_0572.jpg,train,3,68,146,275
36192,WSD39/WSD39_0573.jpg,train,64,79,312,377
36193,WSD39/WSD39_0575.jpg,train,15,112,192,356
36194,WSD39/WSD39_0576.jpg,train,138,27,329,291
36195,WSD39/WSD39_0578.jpg,train,58,37,257,287
36196,WSD39/WSD39_0579.jpg,train,181,-4,516,447
36197,WSD39/WSD39_0580.jpg,train,102,153,254,335
36198,WSD39/WSD39_0582.jpg,train,196,254,329,410
36199,WSD39/WSD39_0583.jpg,train,66,49,286,318
36200,WSD39/WSD39_0584.jpg,train,17,37,229,314
36201,WSD39/WSD39_0585.jpg,train,114,63,306,271
36202,WSD39/WSD39_0587.jpg,train,39,72,197,295
36203,WSD39/WSD39_0588.jpg,train,103,29,272,255
36204,WSD39/WSD39_0590.jpg,train,52,26,240,266
36205,WSD39/WSD39_0591.jpg,train,6,38,206,309
36206,WSD39/WSD39_0592.jpg,train,75,113,306,395
36207,WSD39/WSD39_0593.jpg,train,54,101,277,408
36208,WSD39/WSD39_0594.jpg,train,127,78,335,339
36209,WSD39/WSD39_0595.jpg,train,28,47,209,293
36210,WSD39/WSD39_0596.jpg,train,47,56,355,423
36211,WSD39/WSD39_0597.jpg,train,85,83,272,346
36212,WSD39/WSD39_0598.jpg,train,0,110,158,291
36213,WSD39/WSD39_0599.jpg,train,30,51,238,336
36214,WSD39/WSD39_0600.jpg,train,86,15,260,226
36215,WSD39/WSD39_0601.jpg,train,133,33,319,279
36216,WSD39/WSD39_0602.jpg,train,227,237,404,372
36217,WSD39/WSD39_0603.jpg,train,7,18,259,309
36218,WSD39/WSD39_0604.jpg,train,161,13,407,282
36219,WSD39/WSD39_0605.jpg,train,-6,3,299,361
36220,WSD39/WSD39_0606.jpg,train,-3,19,270,301
36221,WSD39/WSD39_0607.jpg,train,105,136,248,302
36222,WSD39/WSD39_0608.jpg,train,34,32,257,310
36223,WSD39/WSD39_0609.jpg,train,36,12,361,445
36224,WSD39/WSD39_0610.jpg,train,38,-18,295,255
36225,WSD39/WSD39_0611.jpg,train,103,35,309,309
36226,WSD39/WSD39_0612.jpg,train,132,127,299,341
36227,WSD39/WSD39_0613.jpg,train,144,12,395,296
36228,WSD39/WSD39_0614.jpg,train,134,120,320,351
36229,WSD39/WSD39_0615.jpg,train,88,31,350,293
36230,WSD39/WSD39_0616.jpg,train,188,-45,527,409
36231,WSD39/WSD39_0618.jpg,train,198,105,419,386
36232,WSD39/WSD39_0619.jpg,train,-6,49,207,315
36233,WSD39/WSD39_0620.jpg,train,133,162,290,364
36234,WSD39/WSD39_0621.jpg,train,16,106,281,398
36235,WSD39/WSD39_0622.jpg,train,87,67,253,273
36236,WSD39/WSD39_0623.jpg,train,110,57,332,375
36237,WSD39/WSD39_0624.jpg,train,109,71,384,416
36238,WSD39/WSD39_0625.jpg,train,120,263,314,495
36239,WSD39/WSD39_0626.jpg,train,58,9,227,210
36240,WSD39/WSD39_0627.jpg,train,90,84,234,270
36241,WSD39/WSD39_0628.jpg,train,130,61,316,316
36242,WSD39/WSD39_0629.jpg,train,88,101,286,312
36243,WSD39/WSD39_0630.jpg,train,164,39,301,214
36244,WSD39/WSD39_0633.jpg,train,33,5,336,339
36245,WSD39/WSD39_0634.jpg,train,27,-1,243,203
36246,WSD39/WSD39_0635.jpg,train,14,26,181,248
36247,WSD39/WSD39_0636.jpg,train,49,36,288,325
36248,WSD39/WSD39_0637.jpg,train,42,8,239,194
36249,WSD39/WSD39_0638.jpg,train,110,103,336,387
36250,WSD39/WSD39_0639.jpg,train,206,47,341,217
36251,WSD39/WSD39_0640.jpg,train,-9,34,296,343
36252,WSD39/WSD39_0641.jpg,train,84,7,378,345
36253,WSD39/WSD39_0642.jpg,train,69,46,326,357
36254,WSD39/WSD39_0643.jpg,train,149,59,359,309
36255,WSD39/WSD39_0644.jpg,train,126,141,323,344
36256,WSD39/WSD39_0645.jpg,train,57,65,289,298
36257,WSD39/WSD39_0646.jpg,train,42,29,261,275
36258,WSD39/WSD39_0647.jpg,train,101,6,372,305
36259,WSD39/WSD39_0648.jpg,train,146,54,292,263
36260,WSD39/WSD39_0649.jpg,train,123,-7,368,324
36261,WSD39/WSD39_0650.jpg,train,84,78,304,377
36262,WSD39/WSD39_0651.jpg,train,-4,22,215,262
36263,WSD39/WSD39_0652.jpg,train,124,58,286,198
36264,WSD39/WSD39_0653.jpg,train,36,88,225,308
36265,WSD39/WSD39_0654.jpg,train,75,105,281,325
36266,WSD39/WSD39_0655.jpg,train,128,65,305,298
36267,WSD39/WSD39_0656.jpg,train,74,136,274,395
36268,WSD39/WSD39_0657.jpg,train,56,-27,302,212
36269,WSD39/WSD39_0658.jpg,train,22,76,237,327
36270,WSD39/WSD39_0660.jpg,train,42,40,242,251
36271,WSD39/WSD39_0661.jpg,train,36,30,267,267
36272,WSD39/WSD39_0662.jpg,train,64,23,260,233
36273,WSD39/WSD39_0663.jpg,train,6,72,227,298
36274,WSD39/WSD39_0664.jpg,train,0,35,239,299
36275,WSD39/WSD39_0665.jpg,train,61,12,275,233
36276,WSD39/WSD39_0666.jpg,train,9,33,313,396
36277,WSD39/WSD39_0667.jpg,train,33,27,240,253
36278,WSD39/WSD39_0668.jpg,train,72,41,217,220
36279,WSD39/WSD39_0669.jpg,train,146,138,255,276
36280,WSD39/WSD39_0670.jpg,train,137,336,303,511
36281,WSD39/WSD39_0671.jpg,train,24,74,210,277
36282,WSD39/WSD39_0672.jpg,train,60,58,248,306
36283,WSD39/WSD39_0675.jpg,train,126,240,279,433
36284,WSD39/WSD39_0677.jpg,train,156,55,358,312
36285,WSD39/WSD39_0678.jpg,train,55,4,334,353
36286,WSD39/WSD39_0679.jpg,train,96,140,265,323
36287,WSD39/WSD39_0680.jpg,train,32,65,257,311
36288,WSD39/WSD39_0681.jpg,train,191,54,427,349
36289,WSD39/WSD39_0682.jpg,train,23,64,198,255
36290,WSD39/WSD39_0683.jpg,train,85,15,261,256
36291,WSD39/WSD39_0684.jpg,train,76,120,260,312
36292,WSD39/WSD39_0685.jpg,train,87,50,206,218
36293,WSD39/WSD39_0686.jpg,train,52,39,327,306
36294,WSD39/WSD39_0687.jpg,train,66,232,219,428
36295,WSD39/WSD39_0688.jpg,train,21,20,215,235
36296,WSD39/WSD39_0689.jpg,train,55,54,283,370
36297,WSD39/WSD39_0690.jpg,train,137,44,328,314
36298,WSD39/WSD39_0691.jpg,train,7,39,208,302
36299,WSD39/WSD39_0693.jpg,train,12,13,261,256
36300,WSD39/WSD39_0694.jpg,train,75,164,261,390
36301,WSD39/WSD39_0695.jpg,train,211,6,384,240
36302,WSD39/WSD39_0697.jpg,train,79,39,273,247
36303,WSD39/WSD39_0698.jpg,train,64,43,276,317
36304,WSD39/WSD39_0699.jpg,train,28,78,335,410
36305,WSD39/WSD39_0700.jpg,train,11,79,181,306
36306,WSD39/WSD39_0701.jpg,train,150,4,343,233
36307,WSD39/WSD39_0702.jpg,train,36,165,179,326
36308,WSD39/WSD39_0703.jpg,train,62,41,312,331
36309,WSD39/WSD39_0704.jpg,train,236,111,422,406
36310,WSD39/WSD39_0705.jpg,train,62,30,248,267
36311,WSD39/WSD39_0706.jpg,train,169,22,362,259
36312,WSD39/WSD39_0707.jpg,train,124,122,338,351
36313,WSD39/WSD39_0708.jpg,train,119,306,224,442
36314,WSD39/WSD39_0709.jpg,train,55,30,273,263
36315,WSD39/WSD39_0710.jpg,train,177,273,351,489
36316,WSD39/WSD39_0711.jpg,train,120,12,323,259
36317,WSD39/WSD39_0712.jpg,train,14,39,229,268
36318,WSD39/WSD39_0713.jpg,train,188,152,413,445
36319,WSD39/WSD39_0714.jpg,train,48,6,305,347
36320,WSD39/WSD39_0715.jpg,train,118,55,360,362
36321,WSD39/WSD39_0716.jpg,train,77,116,281,331
36322,WSD39/WSD39_0718.jpg,train,192,94,427,393
36323,WSD39/WSD39_0719.jpg,train,3,25,181,260
36324,WSD39/WSD39_0721.jpg,train,77,87,259,295
36325,WSD39/WSD39_0722.jpg,train,64,42,266,252
36326,WSD39/WSD39_0723.jpg,train,112,57,324,318
36327,WSD39/WSD39_0724.jpg,train,296,168,409,292
36328,WSD39/WSD39_0725.jpg,train,56,42,275,307
36329,WSD39/WSD39_0726.jpg,train,316,55,419,213
36330,WSD39/WSD39_0727.jpg,train,56,14,303,345
36331,WSD39/WSD39_0728.jpg,train,77,140,286,390
36332,WSD39/WSD39_0729.jpg,train,10,15,199,220
36333,WSD39/WSD39_0730.jpg,train,20,27,215,273
36334,WSD39/WSD39_0731.jpg,train,72,101,274,390
36335,WSD39/WSD39_0732.jpg,train,71,11,292,307
36336,WSD39/WSD39_0733.jpg,train,98,65,323,287
36337,WSD39/WSD39_0734.jpg,train,52,0,339,351
36338,WSD39/WSD39_0735.jpg,train,45,15,266,298
36339,WSD39/WSD39_0736.jpg,train,37,24,281,338
36340,WSD39/WSD39_0737.jpg,train,65,61,309,373
36341,WSD39/WSD39_0739.jpg,train,207,146,310,279
36342,WSD39/WSD39_0740.jpg,train,123,86,277,294
36343,WSD39/WSD39_0741.jpg,train,101,42,351,369
36344,WSD39/WSD39_0742.jpg,train,89,55,214,225
36345,WSD39/WSD39_0743.jpg,train,153,122,374,344
36346,WSD39/WSD39_0744.jpg,train,104,53,303,317
36347,WSD39/WSD39_0745.jpg,train,161,16,337,246
36348,WSD39/WSD39_0746.jpg,train,92,70,278,300
36349,WSD39/WSD39_0747.jpg,train,111,84,259,272
36350,WSD39/WSD39_0748.jpg,train,66,93,277,356
36351,WSD39/WSD39_0750.jpg,train,21,48,256,293
36352,WSD39/WSD39_0751.jpg,train,100,51,350,356
36353,WSD39/WSD39_0752.jpg,train,-1,-33,339,403
36354,WSD39/WSD39_0753.jpg,train,84,25,288,298
36355,WSD39/WSD39_0754.jpg,train,69,62,278,285
36356,WSD39/WSD39_0755.jpg,train,85,63,284,278
36357,WSD39/WSD39_0757.jpg,train,138,82,412,404
36358,WSD39/WSD39_0758.jpg,train,246,31,433,262
36359,WSD39/WSD39_0759.jpg,train,24,1,233,264
36360,WSD39/WSD39_0760.jpg,train,7,29,119,191
36361,WSD39/WSD39_0761.jpg,train,29,7,267,297
36362,WSD39/WSD39_0762.jpg,train,285,53,421,246
36363,WSD39/WSD39_0763.jpg,train,71,37,222,233
36364,WSD39/WSD39_0764.jpg,train,88,106,279,306
36365,WSD39/WSD39_0765.jpg,train,81,139,243,358
36366,WSD39/WSD39_0766.jpg,train,82,60,325,297
36367,WSD39/WSD39_0767.jpg,train,190,18,406,270
36368,WSD39/WSD39_0768.jpg,train,119,20,392,383
36369,WSD39/WSD39_0769.jpg,train,-4,47,279,392
36370,WSD39/WSD39_0770.jpg,train,48,36,292,281
36371,WSD39/WSD39_0771.jpg,train,51,26,257,304
36372,WSD39/WSD39_0772.jpg,train,37,42,257,301
36373,WSD39/WSD39_0773.jpg,train,99,11,295,237
36374,WSD39/WSD39_0776.jpg,train,66,107,340,447
36375,WSD39/WSD39_0777.jpg,train,88,26,319,289
36376,WSD39/WSD39_0778.jpg,train,7,27,249,358
36377,WSD39/WSD39_0779.jpg,train,159,93,357,359
36378,WSD39/WSD39_0780.jpg,train,-7,36,196,286
36379,WSD39/WSD39_0781.jpg,train,13,62,175,269
36380,WSD39/WSD39_0782.jpg,train,119,166,314,356
36381,WSD39/WSD39_0783.jpg,train,10,30,204,285
36382,WSD39/WSD39_0784.jpg,train,109,54,279,289
36383,WSD39/WSD39_0785.jpg,train,37,34,241,308
36384,WSD39/WSD39_0787.jpg,train,98,8,289,307
36385,WSD39/WSD39_0788.jpg,train,93,42,361,333
36386,WSD39/WSD39_0790.jpg,train,85,51,289,325
36387,WSD39/WSD39_0791.jpg,train,40,-18,338,277
36388,WSD39/WSD39_0792.jpg,train,114,148,297,385
36389,WSD39/WSD39_0793.jpg,train,66,37,334,331
36390,WSD39/WSD39_0794.jpg,train,146,22,327,232
36391,WSD39/WSD39_0795.jpg,train,116,122,304,304
36392,WSD39/WSD39_0796.jpg,train,2,90,171,334
36393,WSD39/WSD39_0797.jpg,train,80,76,331,353
36394,WSD39/WSD39_0798.jpg,train,140,109,404,452
36395,WSD39/WSD39_0799.jpg,train,28,75,371,543
36396,WSD39/WSD39_0800.jpg,train,72,0,223,177
36397,WSD39/WSD39_0801.jpg,train,233,17,412,226
36398,WSD39/WSD39_0802.jpg,train,33,7,221,231
36399,WSD39/WSD39_0803.jpg,train,54,10,277,255
36400,WSD39/WSD39_0804.jpg,train,80,175,238,379
36401,WSD39/WSD39_0805.jpg,train,6,231,156,388
36402,WSD39/WSD39_0806.jpg,train,96,74,297,310
36403,WSD39/WSD39_0807.jpg,train,42,47,233,253
36404,WSD39/WSD39_0808.jpg,train,117,20,308,255
36405,WSD39/WSD39_0809.jpg,train,119,4,299,210
